0.00.376.923 W srv  llama_server: -----------------
0.00.376.945 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.376.947 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.376.948 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.376.949 W srv  llama_server: -----------------
0.00.390.725 I srv    load_model: loading model 'C:/code/covenant-agent/baselines/qwen/models/qwen3.5-0.8b-s4-q8-fixed.gguf'
0.07.039.225 I cmn          init: llama threadpool init, n_threads = 12
0.07.209.938 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.07.271.571 I srv  llama_server: model loaded
0.07.271.590 I srv  llama_server: listening on http://127.0.0.1:8079
0.13.574.713 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
1.55.318.055 I slot print_timing: id  3 | task 729 |        eval time =    1723.49 ms /    34 tokens (   52.23 ms per token,    19.15 tokens per second)
1.55.318.058 I slot print_timing: id  3 | task 729 |       total time =    4381.63 ms /  1548 tokens
1.55.318.060 I slot print_timing: id  3 | task 729 |    graphs reused =        623
1.55.318.329 I slot      release: id  3 | task 729 | stop processing: n_tokens = 1547, truncated = 0
1.55.558.600 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.507
1.55.560.483 I slot launch_slot_: id  3 | task 766 | processing task, is_child = 0
1.59.552.004 I slot print_timing: id  3 | task 766 | prompt eval time =    2457.69 ms /  1512 tokens (    1.63 ms per token,   615.21 tokens per second)
1.59.552.016 I slot print_timing: id  3 | task 766 |        eval time =    1533.71 ms /    32 tokens (   49.47 ms per token,    20.21 tokens per second)
1.59.552.018 I slot print_timing: id  3 | task 766 |       total time =    3991.40 ms /  1544 tokens
1.59.552.019 I slot print_timing: id  3 | task 766 |    graphs reused =        652
1.59.552.205 I slot      release: id  3 | task 766 | stop processing: n_tokens = 1543, truncated = 0
1.59.735.543 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.508
1.59.736.748 I slot launch_slot_: id  3 | task 801 | processing task, is_child = 0
2.03.525.347 I slot print_timing: id  3 | task 801 | prompt eval time =    2380.17 ms /  1512 tokens (    1.57 ms per token,   635.25 tokens per second)
2.03.525.373 I slot print_timing: id  3 | task 801 |        eval time =    1408.34 ms /    24 tokens (   61.23 ms per token,    16.33 tokens per second)
2.03.525.378 I slot print_timing: id  3 | task 801 |       total time =    3788.51 ms /  1536 tokens
2.03.525.381 I slot print_timing: id  3 | task 801 |    graphs reused =        674
2.03.525.601 I slot      release: id  3 | task 801 | stop processing: n_tokens = 1535, truncated = 0
2.03.731.028 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
2.03.733.070 I slot launch_slot_: id  3 | task 828 | processing task, is_child = 0
2.07.740.222 I slot print_timing: id  3 | task 828 | prompt eval time =    2432.66 ms /  1513 tokens (    1.61 ms per token,   621.95 tokens per second)
2.07.740.235 I slot print_timing: id  3 | task 828 |        eval time =    1574.35 ms /    32 tokens (   50.79 ms per token,    19.69 tokens per second)
2.07.740.237 I slot print_timing: id  3 | task 828 |       total time =    4007.01 ms /  1545 tokens
2.07.740.238 I slot print_timing: id  3 | task 828 |    graphs reused =        703
2.07.740.455 I slot      release: id  3 | task 828 | stop processing: n_tokens = 1544, truncated = 0
2.07.964.140 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.508
2.07.965.918 I slot launch_slot_: id  3 | task 863 | processing task, is_child = 0
2.10.363.079 I slot print_timing: id  3 | task 863 | prompt eval time =    2100.10 ms /  1512 tokens (    1.39 ms per token,   719.97 tokens per second)
2.10.363.136 I slot print_timing: id  3 | task 863 |        eval time =     296.65 ms /    11 tokens (   29.66 ms per token,    33.71 tokens per second)
2.10.363.142 I slot print_timing: id  3 | task 863 |       total time =    2396.75 ms /  1523 tokens
2.10.363.151 I slot print_timing: id  3 | task 863 |    graphs reused =        712
2.10.364.076 I slot      release: id  3 | task 863 | stop processing: n_tokens = 1522, truncated = 0
2.10.736.715 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.515 (> 0.100 thold), f_keep = 0.515
2.10.738.860 I slot launch_slot_: id  3 | task 877 | processing task, is_child = 0
2.15.350.622 I slot print_timing: id  3 | task 877 | prompt eval time =    3070.43 ms /  1523 tokens (    2.02 ms per token,   496.02 tokens per second)
2.15.350.643 I slot print_timing: id  3 | task 877 |        eval time =    1541.20 ms /    32 tokens (   49.72 ms per token,    20.11 tokens per second)
2.15.350.646 I slot print_timing: id  3 | task 877 |       total time =    4611.62 ms /  1555 tokens
2.15.350.651 I slot print_timing: id  3 | task 877 |    graphs reused =        741
2.15.350.875 I slot      release: id  3 | task 877 | stop processing: n_tokens = 1554, truncated = 0
2.15.798.064 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.505
2.15.799.672 I slot launch_slot_: id  3 | task 912 | processing task, is_child = 0
2.19.589.412 I slot print_timing: id  3 | task 912 | prompt eval time =    3019.26 ms /  1514 tokens (    1.99 ms per token,   501.45 tokens per second)
2.19.589.427 I slot print_timing: id  3 | task 912 |        eval time =     770.38 ms /    11 tokens (   77.04 ms per token,    12.98 tokens per second)
2.19.589.430 I slot print_timing: id  3 | task 912 |       total time =    3789.64 ms /  1525 tokens
2.19.589.432 I slot print_timing: id  3 | task 912 |    graphs reused =        750
2.19.589.641 I slot      release: id  3 | task 912 | stop processing: n_tokens = 1524, truncated = 0
2.20.132.657 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.515 (> 0.100 thold), f_keep = 0.515
2.20.135.149 I slot launch_slot_: id  3 | task 926 | processing task, is_child = 0
2.24.455.245 I slot print_timing: id  3 | task 926 | prompt eval time =    3152.55 ms /  1525 tokens (    2.07 ms per token,   483.73 tokens per second)
2.24.455.262 I slot print_timing: id  3 | task 926 |        eval time =    1167.38 ms /    22 tokens (   55.59 ms per token,    17.99 tokens per second)
2.24.455.264 I slot print_timing: id  3 | task 926 |       total time =    4319.94 ms /  1547 tokens
2.24.455.266 I slot print_timing: id  3 | task 926 |    graphs reused =        769
2.24.455.466 I slot      release: id  3 | task 926 | stop processing: n_tokens = 1546, truncated = 0
2.24.829.482 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
2.24.831.465 I slot launch_slot_: id  3 | task 951 | processing task, is_child = 0
2.30.394.761 I slot print_timing: id  3 | task 951 | prompt eval time =    3010.39 ms /  1514 tokens (    1.99 ms per token,   502.92 tokens per second)
2.30.394.781 I slot print_timing: id  3 | task 951 |        eval time =    2552.64 ms /    31 tokens (   85.09 ms per token,    11.75 tokens per second)
2.30.394.784 I slot print_timing: id  3 | task 951 |       total time =    5563.03 ms /  1545 tokens
2.30.394.786 I slot print_timing: id  3 | task 951 |    graphs reused =        797
2.30.395.020 I slot      release: id  3 | task 951 | stop processing: n_tokens = 1544, truncated = 0
2.30.825.554 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
2.30.827.743 I slot launch_slot_: id  3 | task 985 | processing task, is_child = 0
2.35.193.631 I slot print_timing: id  3 | task 985 | prompt eval time =    2791.61 ms /  1515 tokens (    1.84 ms per token,   542.70 tokens per second)
2.35.193.650 I slot print_timing: id  3 | task 985 |        eval time =    1574.17 ms /    29 tokens (   56.22 ms per token,    17.79 tokens per second)
2.35.193.652 I slot print_timing: id  3 | task 985 |       total time =    4365.78 ms /  1544 tokens
2.35.193.654 I slot print_timing: id  3 | task 985 |    graphs reused =        823
2.35.193.867 I slot      release: id  3 | task 985 | stop processing: n_tokens = 1543, truncated = 0
2.35.977.723 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.509
2.35.979.533 I slot launch_slot_: id  3 | task 1017 | processing task, is_child = 0
2.40.440.037 I slot print_timing: id  3 | task 1017 | prompt eval time =    2845.26 ms /  1516 tokens (    1.88 ms per token,   532.82 tokens per second)
2.40.440.056 I slot print_timing: id  3 | task 1017 |        eval time =    1615.14 ms /    23 tokens (   73.42 ms per token,    13.62 tokens per second)
2.40.440.059 I slot print_timing: id  3 | task 1017 |       total time =    4460.40 ms /  1539 tokens
